snapped_at,price,market_cap,total_volume
2014-03-25 00:00:00 UTC,2.18879e-05,171117.1892847085,165.26937354373325
2014-03-26 00:00:00 UTC,2.18191e-05,170579.31935454582,271.0579517967247
2014-03-27 00:00:00 UTC,2.1341e-05,166841.58623908268,444.40105006082837
2014-03-28 00:00:00 UTC,2.15688e-05,168622.50106930028,537.3731978757104
2014-03-29 00:00:00 UTC,2.09782e-05,164005.2565709988,390.55631226914437
2014-03-30 00:00:00 UTC,2.09328e-05,163650.322685313,260.47356352536053
2014-03-31 00:00:00 UTC,2.03988e-05,159475.57092494128,458.5171629069583
2014-04-01 00:00:00 UTC,1.818e-05,,50.0353801916965
2014-04-02 00:00:00 UTC,2.222e-05,,32.2151545875046
2014-04-03 00:00:00 UTC,1.736e-05,,20.6565749857309
2014-04-04 00:00:00 UTC,1.725e-05,,23.2818883014737
2014-04-05 00:00:00 UTC,1.789e-05,,8.94911312528838
2014-04-06 00:00:00 UTC,1.744e-05,,11.7777504318965
2014-04-07 00:00:00 UTC,1.79004e-05,139943.35352780423,137.46562185079375
2014-04-08 00:00:00 UTC,1.848e-05,,18.494764730011
2014-04-09 00:00:00 UTC,1.774e-05,,14.5706400499523
2014-04-10 00:00:00 UTC,1.605e-05,,72.1097059415563
2014-04-11 00:00:00 UTC,1.439e-05,,33.5391352851612
2014-04-12 00:00:00 UTC,1.44e-05,,46.714256530911
2014-04-13 00:00:00 UTC,1.504e-05,,22.1242717972699
2014-04-14 00:00:00 UTC,1.432e-05,,51.3600971506935
2014-04-15 00:00:00 UTC,1.333e-05,,34.1128667192243
2014-04-16 00:00:00 UTC,1.266e-05,,27.7034270328555
2014-04-17 00:00:00 UTC,1.271e-05,,19.9036398360627
2014-04-18 00:00:00 UTC,1.351e-05,,15.2955144162953
2014-04-19 00:00:00 UTC,1.357e-05,,16.9587811882859
2014-04-20 00:00:00 UTC,1.261e-05,,5.12545630689424
2014-04-21 00:00:00 UTC,1.265e-05,,4.71742873924419
2014-04-22 00:00:00 UTC,1.25e-05,,43.1853727950014
2014-04-23 00:00:00 UTC,1.25e-05,,33.2253626081744
2014-04-24 00:00:00 UTC,1.209e-05,,30.9022015621703
2014-04-25 00:00:00 UTC,1.208e-05,,11.6748815789886
2014-04-26 00:00:00 UTC,1.163e-05,,24.0655556500606
2014-04-27 00:00:00 UTC,1.088e-05,,52.8659447444967
2014-04-28 00:00:00 UTC,1.163e-05,,33.5619566730579
2014-04-29 00:00:00 UTC,1.176e-05,,43.3409256344654
2014-04-30 00:00:00 UTC,1.222e-05,,40.0190543314239
2014-05-01 00:00:00 UTC,1.166e-05,,5.44820783741635
2014-05-02 00:00:00 UTC,1.136e-05,,14.729601189006
2014-05-03 00:00:00 UTC,1.188e-05,,7.80930356984493
2014-05-04 00:00:00 UTC,1.142e-05,,16.7686993122694
2014-05-05 00:00:00 UTC,1.22e-05,,49.1738053491399
2014-05-06 00:00:00 UTC,1.563e-05,,85.9653859924499
2014-05-07 00:00:00 UTC,1.504e-05,,84.1359312808779
2014-05-08 00:00:00 UTC,1.529e-05,,56.8084060452942
2014-05-09 00:00:00 UTC,1.35e-05,,44.2121681495544
2014-05-10 00:00:00 UTC,1.318e-05,,23.8765008052551
2014-05-11 00:00:00 UTC,1.351e-05,,16.7193084476741
2014-05-12 00:00:00 UTC,1.353e-05,,18.9217312236958
2014-05-13 00:00:00 UTC,1.465e-05,,21.9976537352111
2014-05-14 00:00:00 UTC,1.65e-05,,52.8349042627934
2014-05-15 00:00:00 UTC,1.566e-05,,69.4894128899254
2014-05-16 00:00:00 UTC,1.515e-05,,20.8652753017635
2014-05-17 00:00:00 UTC,1.389e-05,,15.4866334347447
2014-05-18 00:00:00 UTC,1.29e-05,,53.3274704198893
2014-05-19 00:00:00 UTC,1.379e-05,,21.1869916249189
2014-05-20 00:00:00 UTC,1.342e-05,,32.3922123278644
2014-05-21 00:00:00 UTC,1.37e-05,,39.9370876408239
2014-05-22 00:00:00 UTC,5.14e-06,,127.308230784304
2014-05-23 00:00:00 UTC,6.37e-06,,63.3696855566259
2014-05-24 00:00:00 UTC,6.75e-06,,33.6774692267179
2014-05-25 00:00:00 UTC,6.25e-06,,15.3535007237317
2014-05-26 00:00:00 UTC,7.02e-06,,19.73489271616
2014-05-27 00:00:00 UTC,7.94e-06,,23.8824451526332
2014-05-28 00:00:00 UTC,7.94e-06,,22.1318979400792
2014-05-29 00:00:00 UTC,7.99e-06,,10.4603989220035
2014-05-30 00:00:00 UTC,6.27e-06,,28.067646964948
2014-05-31 00:00:00 UTC,6.68e-06,,11.1127911342744
